smiles,logP,qed,SAS
CCOC[C@H]1CCN(C(=O)[C@H]2CC(=O)N(C)[C@@H]2c2cccnc2)C1,1.486,0.8279,3.4949
COCCN1C(=O)c2oc3cc(C)c(Cl)cc3c(=O)c2[C@@H]1c1ccc([N+](=O)[O-])cc1,3.8546,0.437,2.9062
C[C@@H](Nc1cc2c(cc1[N+](=O)[O-])OCC(=O)N2)c1ccc(Cl)s1,3.8137,0.6237,3.1012
Cc1ccc(CC(=O)Nc2[nH]nc(C)c2N)cc1C,2.0984,0.7911,2.4765
O=C(NCCc1ccccc1)C1=CC2=c3ccccc3=[NH+][C@H]2C(c2ccc(F)cc2)=N1,0.8045,0.6531,3.6756
COc1ccc([C@H](NC(=O)C2CCN(C(=O)c3ccco3)CC2)C(C)C)cc1,3.6539,0.8032,2.5455
COCCNC(=O)CNC(=O)N1CCN(S(=O)(=O)c2ccccc2Br)CC1,0.2276,0.5771,2.2028
CCOCC(=O)NCC[C@H](O)c1ccoc1,0.8558,0.7356,2.9414
CCc1ccccc1NC(=O)CN(C)c1cnn(C)c(=O)c1Cl,2.071,0.9126,2.3789
CSCc1cc(F)ccc1CNC(=O)C1CCOCC1,2.7315,0.9034,2.289
CCCN1C(=O)c2c(C(=O)Nc3cccc(Cl)c3)ncn2C[C@]1(C)C(=O)NC1CCCC1,3.4721,0.6786,3.1468
Cc1cc(Cl)c(S(=O)(=O)N[C@H](C)CC[NH+](C)C)cc1[N+](=O)[O-],0.758,0.5698,3.8186
CC(C)[C@@H](NC(=O)CSc1nc2ccccc2o1)c1nc2ccccc2[nH]1,4.3097,0.4669,2.785
Cc1cccc(C)c1NC(=O)CSC1=C(C#N)[C@@H](c2ccc(Cl)cc2)[C@H]2C(=O)CCCC2=N1,5.9713,0.5685,3.4171
CC1(C)C(C(=O)N2CCO[C@H](c3ccccc3)C2)C1(C)C,3.2687,0.8214,2.7717
COc1ccc([N+](=O)[O-])cc1OCC(=O)Nc1cccnc1Cl,2.6693,0.4915,1.9768
O=C(Nc1ccc(S(=O)(=O)NCCc2ccccc2)cc1)c1ccc(Cl)s1,4.1748,0.5783,1.9265
CC1(C[NH2+]C/C=C/c2ccc(C#N)cc2)COC1,1.1714,0.7991,3.578
COc1cccc(C(=O)CSc2nnc(CO)n2C2CC2)c1,2.0889,0.6244,2.2434
CN(C)C(=O)c1cc2c(s1)CC[C@@H](C(=O)NCCc1ccccc1)C2,2.9137,0.8878,2.6625
CCCCCCNc1nc2ccc(F)cc2s1,4.4276,0.7363,1.9616
C[C@@H](NC(=O)Cc1cccc(O)c1)c1ccc(-n2cncn2)cc1,2.3928,0.756,2.5356
Cc1cccc(NC(=S)N2CC[NH+](C)CC2)c1C,0.8305,0.7449,3.4386
C[NH2+][C@@]1(C(=O)[O-])CCC[C@H]1CCSc1nccc(=O)[nH]1,-1.2659,0.5315,4.7437
CC(C)(C(=O)NCCN1C(=O)S/C(=C/c2ccc(Cl)cc2)C1=O)c1ccccc1,4.4703,0.6592,2.2987
O=C(CCNC(=O)c1cccc2ccoc12)NC1CC1,1.8313,0.8778,2.1451
Cc1cccc([C@@H](C)NC(=O)[C@@H](C)Sc2ccccn2)c1C,4.0564,0.8154,2.871
CN(C)c1ccccc1CN1CCn2c(nn(C)c2=O)C1,0.6636,0.8469,2.6347
C[C@H](NC(=O)[C@H](C)[NH+]1CCC[C@H](c2ncc[nH]2)C1)c1ccccc1,1.4379,0.786,4.4591
Cn1nnnc1SCC1(CS)CCC1,1.4023,0.6337,3.1707
CCc1ccccc1NC(=O)CSC1=C(C#N)[C@@H](c2ccc(C)o2)C2=C([O-])CCCC2=N1,4.594,0.6681,3.6775
Cc1cc(CS(=O)(=O)CC(=O)N2[C@H](C)CCC[C@@H]2C)on1,1.6873,0.8513,3.4106
FC(F)(F)c1cccc(COc2cccc(-n3cnnn3)c2)c1,3.2601,0.7281,2.1198
CC(C)NC(=O)CC[NH+]1CCc2ccccc2C1,0.5423,0.8156,3.902
COC[C@@H](O)CC[NH2+][C@H](C)c1ccc(Cl)c(Cl)c1Cl,2.6686,0.7534,4.1824
CC(C)[C@@H](C)NC(=O)NC[C@H](c1ccco1)[NH+]1CCCC1,1.3431,0.7496,4.5028
C[NH+](C)CCOc1ccc(NS(=O)(=O)c2ccc(F)cc2F)cc1,1.2889,0.7941,2.8063
COc1ccc(OC(F)F)c(CN(C)[C@@H]2CC[NH+](C)[C@@H](C)C2)c1,1.794,0.868,4.2844
CC(=O)Oc1cccc(/C=C(\C#N)C(=O)Nc2ccc(Cl)cc2[N+](=O)[O-])c1,3.7192,0.2029,2.3225
CCCc1ccc(C(=O)N(Cc2ccsc2)Cc2ccccn2)cc1,4.9382,0.5789,2.1097
C[C@H]1CN(C(=O)NCC(C)(C)c2ccc(F)cc2)C[C@H](C)O1,2.9221,0.9245,2.9949
O=C(NCc1ccc2c(c1)OCCCO2)N1CCN(Cc2ccncc2)CC1,2.2703,0.8805,2.1979
C[C@H](NC(=O)[C@H]1SCCc2ccccc21)c1cccc(N2CCCC2)c1,4.4946,0.8272,3.1854
COc1ccc(N2CCn3c2nn(CC(=O)Nc2ccccc2C)c(=O)c3=O)cc1,1.5124,0.6503,2.3108
CC[C@@H](C)[C@@H](NC(=O)[C@@H]1Cc2ccccc2CN1)C(=O)NC[C@@H]1CCCO1,1.527,0.6836,3.4662
C=CCn1/c(=N/C(=O)C(C)C)sc2cccc(C)c21,3.2805,0.7775,2.6185
Cc1ccc(CN2CCOC3(CCC3)C2)c(C)c1,3.0583,0.7845,2.7266
CC(C)[NH+]1CCC(C(=O)NC[C@@](C)(O)c2ccc(F)cc2)CC1,0.8527,0.7643,3.8691
CC[C@@H](C)C[C@H](C)NC(=O)NC[C@](C)(O)c1cccs1,3.0795,0.7154,3.6182
COc1ccc(C[NH+]2C[C@@H](C)CCC[C@@H]2C)cc1O,1.9942,0.8798,4.3719
CN1N=C[C@@H](Br)[C@@H]1C(=O)N/N=C/[C@@H]1C=NN=C1c1ccccc1,1.2566,0.4941,4.67
Cc1cnn(CC(=O)[C@@H](C#N)c2nc([O-])c3ccc(Cl)cc3n2)c1,1.7382,0.7209,3.726
CN[C@]1(C#N)CCC[C@@H](Oc2cc(F)ccc2[N+](=O)[O-])C1,2.5371,0.6792,3.5446
O=C(NCC[C@@H]1C[C@H]2CC[C@@H]1C2)c1ccc(F)c(S(=O)(=O)N2CCC2)c1,2.7762,0.8204,3.9023
COc1cc(/C=C2\SC(N3CCOCC3)=NC2=O)ccc1OCc1ccc(Cl)cc1Cl,4.8835,0.5454,2.4254
C[C@H]([NH2+][C@@H]1CCOC2(CCCCC2)C1)C(N)=O,0.3055,0.7635,4.9217
Cn1c(=O)oc2cc([N-]S(=O)(=O)c3ccc(Br)s3)ccc21,3.3496,0.6762,3.5912
Cc1c(C(=O)N2CCc3nc(NC(=O)NC(C)C)sc3C2)cccc1[N+](=O)[O-],3.0881,0.5934,2.4821
C[C@H]1CN(CC(=O)Nc2nc(C[NH+]3CCCC3)cs2)C[C@H](C)O1,0.3695,0.8318,4.3282
COc1ccccc1[C@H]1C[C@H]1C(=O)N1CC[S@@](=O)C(C)(C)C1,2.1682,0.8598,3.8073
CN(CCc1cccs1)c1cnc(C(=O)[O-])cn1,0.5805,0.8031,3.0059
CC1(C)[C@H](NC(=O)[C@H]2SCCc3sccc32)[C@H]2CCO[C@@H]21,3.0082,0.8995,4.5123
Cn1cnc(CNC(=O)Nc2cc(Cl)ccc2N2CCOCC2)n1,1.6268,0.8826,2.5041
c1nnc(CC[NH2+][C@@H]2CCCC[C@@H]2C2CCCCC2)n1C1CC1,2.858,0.8703,4.1918
CC(=O)c1ccccc1NC(=O)C[NH+](CCO)[C@@H]1CCCc2ccccc21,1.7825,0.6583,3.8303
CC[NH2+][C@@H](CCCc1ccccc1)[C@@H]1C[NH+](C)CCN1C,-0.2101,0.7374,4.9785
Cc1ccc(C)n1NC[C@H]1CN(C)CCO1,0.979,0.8399,3.4266
C[C@H](Nc1nccn(C)c1=O)c1ccc(Cl)s1,2.6683,0.9283,2.919
c1nc(N2CCCC2)c2cn[nH]c2n1,0.9531,0.7359,2.4035
CCCN([C@@H]1CCC[NH2+]C1)[C@@H]1CSCCC1(C)C,1.9559,0.8478,5.079
C[C@@H]1C[C@@H](C)C[NH+](Cc2ccccc2CNC(=O)N2CCO[C@H](C)C2)C1,1.6777,0.8651,4.2924
O=C(NCC1CCC(C(=O)Nc2ccccc2)CC1)c1cc(-c2ccccc2)nc2ncccc12,5.4717,0.3846,2.2491
COc1ccccc1-n1c(SCC(=O)NC2CCCCC2)nc2ccccc2c1=O,3.9353,0.4641,2.0787
COc1ccccc1/N=N/c1cc(CO)c(O)c(OC)c1,3.3171,0.8119,2.4647
CCc1nncn1CCNC(=O)NC[C@@H](O)c1ccccc1F,1.0124,0.7195,2.9434
CC(C)NC(=O)[C@@H]1C[C@@H]([NH3+])CN1C(=O)c1cccc(-c2nc[nH]n2)c1,-0.1787,0.7365,4.0369
O=c1[nH]c(-c2cccnc2)nc2c1C[NH+](Cc1ccc(F)cc1)CC2,1.1122,0.7625,3.8331
CC[C@@H]1CCC[C@H](NC(=O)Nc2cccc(NC(C)=O)c2)C1,3.7353,0.77,2.6695
C1=CC[C@H]2C[NH+](Cc3cnc(-c4cccnc4)s3)C[C@@H]2C1,2.186,0.8832,4.5453
Cc1cccc(-c2nn(Cc3ccccc3)cc2[C@@H]2NC(=O)c3ccccc3N2)c1,4.7609,0.5015,2.8121
CNC(=O)Cc1ccc(NC(=O)c2cccc(Cl)c2Cl)cc1,3.5342,0.8757,1.7985
C[C@H](C#N)CSc1ccccc1NCc1nnc(-c2ccccc2)n1C,4.346,0.6059,2.8777
CCc1ccc(N(C)C(=O)[C@H]2C=C[C@H]([NH3+])C2)cc1,1.3984,0.8124,3.9148
O=C(NCc1nncn1C1CC1)Nc1cccc(Cl)c1F,2.7272,0.9074,2.3885
CCc1ccc(CCNC(=O)N2C[C@@H](C)O[C@H](C)C2)cc1,2.6103,0.9232,2.7157
COc1ccc2c(c1OC)C(=O)O[C@H]2N1C(=O)CC[C@H]1C(=O)Nc1cc(Cl)c(Cl)cc1Cl,4.4627,0.4612,3.3923
O=C(Nc1cccc(-n2cnnc2)c1)c1cc2ccccc2oc1=O,2.626,0.5807,2.2535
C[C@@H]1C[C@H](N2CCN(Cc3ccon3)CC2)C(=O)O1,0.4962,0.7566,3.4555
Clc1ccc(C#CCSc2nnc(N3CCCC3)n2C2CC2)cc1,4.0104,0.5888,2.5402
Cc1c(Cl)cccc1NC(=O)[C@H]1CC(=O)NC2=NC(SCc3ccc(F)cc3)=NC(=O)[C@@H]21,3.7064,0.6883,3.7118
Cc1ccc(OCCCC(=O)NCc2ccco2)c(C)c1,3.3718,0.7791,1.8735
CCc1ccc(C(=O)N2CCN(C(=O)C(C)C)[C@@H]3CS(=O)(=O)C[C@@H]32)s1,1.4165,0.798,3.441
COC(=O)c1ccccc1N(C)S(=O)(=O)c1ccc(C(F)(F)F)cc1,3.3171,0.7579,2.0516
CC(=O)C1=C(O)C(=O)N(c2cccnc2)[C@@H]1c1ccccc1,2.5706,0.942,2.5514
Cc1cc(CN2CCN(C(=O)Nc3ccc(F)c(F)c3)CC2)no1,2.6109,0.9332,2.128
Cc1nn(CCC(=O)NN)cc1[N+](=O)[O-],-0.5203,0.3139,2.5279
CCc1cccc(NC(=O)Cn2cnc3ccc(Cl)cc3c2=O)c1,3.251,0.7791,1.9298
Cc1ccc2oc(=O)n(C[NH+]3CCC[C@H](NS(C)(=O)=O)C3)c2c1,-0.5431,0.8142,4.3495
CC[C@H]1CCCC[C@H]1NC(=O)c1cccc(N2C(=O)CCC2=O)c1,3.0386,0.8543,2.909
Cc1ccccc1CNC(=O)[C@@]1(C)CCCN(C(=O)c2cccc(F)c2)C1,3.6928,0.87,2.6147
C[C@@H]1C[C@@H]1NC(=O)C(=O)Nc1cccc(Cl)c1-n1cccn1,1.9888,0.8542,3.1323
[NH3+]CCN1CC[NH+](Cc2ccncc2)CC1,-1.976,0.659,4.5284
CCc1nnc2sc(-c3ccc(OC)c(NC(=O)COc4ccc(C)cc4)c3)nn12,3.7497,0.4727,2.3061
N#C/C(=C\c1c(F)cccc1Cl)C(=O)NC[C@@H]1CCCO1,2.6813,0.6841,2.8235
COc1ccc(/C=C2/CCc3[nH]c(=O)ccc3C2=O)cc1Cl,3.2494,0.8515,2.4896
Cc1ncoc1C(=O)Nc1ccc(C#N)cc1,2.107,0.855,2.2297
COc1ccc(C(=O)Nc2nc3c(s2)COCC3)cc1OC,2.4853,0.9362,2.2639
COc1cc(C#N)ccc1OC(=O)COC1CCCCC1,2.8216,0.6114,2.1736
O=C(NCCCc1ccncc1)[C@@H]1CC12CCN(C(=O)c1ccc(-c3ccco3)cc1)CC2,4.3329,0.5286,3.3707
Cn1cnc(CCNCc2cccn2C)n1,0.4859,0.7595,2.8182
C[C@H]1CCCC[C@@H]1OCCNC(=O)Cn1cnc([N+](=O)[O-])c1,1.5028,0.4717,3.3703
Cc1noc(CN2CCN(C(=O)c3cc4cccc(Cl)c4o3)CC2)n1,2.7356,0.7109,2.3677
COc1cccnc1NCc1cnc(-c2ccccn2)s1,3.2208,0.7713,2.3593
CC1(C)CC(=O)C2=C(C1)O[C@@]1(O)C[C@@H]2[C@H]2CO[C@@H]1O2,1.1098,0.7205,5.7571
NC(=O)c1ccc(CSCCOc2cccc(F)c2)cc1,3.2368,0.7864,1.899
CCCNC(=O)NC(=O)COc1ccc(-c2ccc(C#N)cc2)cc1,2.8399,0.8418,1.9153
COC(=O)c1ccc(C(=O)N[C@@H](C)c2ccc(-c3ccncc3)cc2)nc1,3.4212,0.69,2.4637
Cc1ccc(NC(=O)N[C@H]2CC[C@@H]([NH+](C)C)C2)cc1S(C)(=O)=O,0.5856,0.7645,3.8515
C[C@H](OC(=O)[C@@H]1COc2ccccc21)c1ccc(F)cc1F,3.7452,0.7868,3.0787
COC(=O)c1c(/N=C/c2ccc(Br)cc2)sc2c1CCC2,4.5365,0.5667,2.395
COC(=O)c1ccc(C[NH+]2CCC[C@@H]2c2ccc3c(c2)OCCO3)cc1,2.1644,0.8581,3.8935
Cc1noc(C)c1CC(=O)Nc1ccc(Cl)c(F)c1,3.2651,0.9244,2.0166
CCN(CC)C(=O)CN(C)C(=O)c1cnn(C(C)C)c1C,1.7128,0.8086,2.498
NC(=O)[C@@H]1CCCN(C(=O)[C@@H]2COc3ccc(F)cc3C2)C1,1.1007,0.9008,2.9766
COC[C@@H]1CCC[NH+](CC(=O)N2CCCCCC2)C1,0.3303,0.8161,4.2018
COc1cccc2c(C)cc3nnc(SCC(=O)Nc4cccc(C(C)=O)c4)n3c12,4.1329,0.3586,2.3595
Cc1ccc(CSCCNC(=O)NNC(=O)c2cccnc2)cc1,2.2674,0.5556,2.1312
CC(=O)Nc1ccc(NC(=O)Cn2nc(-c3ccccc3)n(-n3cccc3)c2=S)cc1,3.7911,0.4404,2.479
O=C(NCc1ccc(F)cc1)c1cnc2c(ccn2C2CCCCC2)c1,4.6106,0.713,2.2194
N#C[C@H]1C(=O)Nc2nc(N3CCC(C(N)=O)CC3)[nH]c(=O)c2[C@H]1c1ccccc1F,0.8345,0.6943,3.6824
C[NH+](C)CCNC(=O)c1cccc(NC(=O)c2nnc(C3CC3)s2)c1,0.5421,0.6857,3.0388
C[NH2+][C@H]1[C@H](C[NH+](CC2CC2)C2CC2)CCC1(C)C,0.4417,0.699,5.8195
Cc1ccc(C(=O)NNC(=O)Nc2ccc3oc(=O)ccc3c2)o1,2.1609,0.4945,2.2685
COc1ccc(NC(=O)COc2coc(C[NH+]3CCCCCC3)cc2=O)cc1,1.6248,0.7611,3.2313
Cc1c([C@@H](C)[NH2+][C@H]2CC=CCC2)cccc1[N+](=O)[O-],2.6363,0.5126,4.2431
CO[C@@H]1CCCN(C(=O)/C=C/c2ccc(S(=O)(=O)N(C)C)cc2)C1,1.5875,0.7617,2.6918
COc1ccc(-c2nnc(N3CCC(C(=O)N(C)C)CC3)o2)cc1,2.0498,0.8582,2.2752
CC[C@@H]1C(=O)NCCN1CC(=O)Nc1cc(C)no1,0.1319,0.8298,3.0335
C=C(C)C[NH+]1CCC(NC(=O)N[C@@H]2CCCC[C@@H]2OC2CCCC2)CC1,2.1794,0.6349,4.4006
CCc1ccc(C[NH2+]Cc2ccc(OC)cc2)s1,2.5827,0.8484,3.0411
CCN1C(=O)N=C(N)[C@@]12CCCS(=O)(=O)C2,-0.2535,0.7123,4.4645
COc1cccc(CNC(=O)[C@]2(C)Oc3ccc(C)cc3NC2=O)c1,2.4096,0.8383,2.6817
C[C@H]([NH2+][C@H]1CCOC1)c1ccnc(Cl)c1,1.1483,0.7973,4.5213
CCCCN(C)C(=O)N[C@H]1CCCc2ccc(F)cc21,3.6446,0.872,2.6681
NC(=O)c1ccc(Cl)c(NC(=O)C=CC(=O)[O-])c1,-0.3165,0.754,2.5253
Cc1ccsc1CNC(=O)CN1CCC(=O)Nc2ccccc21,2.5215,0.9046,2.3613
Cc1ccccc1NC(=O)/C(C#N)=C/c1ccc(F)c(F)c1,3.8189,0.6702,2.0154
Fc1ccc2c(c1)[C@H](Nc1nc(-c3cccnc3)nc3ccccc13)CCS2,5.4799,0.4889,2.8811
O=C(CCn1cccn1)N1CCN(c2ncccn2)CC1,0.412,0.8318,2.2225
O=C(N[C@H]1CCCN(c2ccccc2Cl)C1=O)C1[C@H]2CCCC[C@@H]12,3.3878,0.8938,3.4031
CCOC(=O)[C@@H](C(C)=O)c1ccccc1[N+](=O)[O-],1.8305,0.3469,2.6343
O=C(Nc1ccc(F)c(F)c1)c1nc(Cl)ccc1Cl,3.9189,0.8259,1.9429
C[C@@H]1Cc2ccccc2[C@@H]1NC(=O)NCCc1cscn1,2.9183,0.9042,3.253
O=S(=O)([N-]c1ccc(S(=O)(=O)N2CCCCC2)cc1)c1ccc(Br)s1,4.0793,0.6428,3.1327
CC(C)[C@H]1C[NH+](Cc2noc(C3CC3)n2)CCC(=O)N1Cc1ccc(F)cc1,1.9281,0.8276,4.171
C[C@@H]1CCC[C@@H](C(=O)[C@@H](C#N)c2nc3sc4c(c3c(=O)[nH]2)CCCC4)C1,3.866,0.8612,3.763
CONC(=O)c1ccc(F)c(Br)c1,1.8794,0.8163,2.0719
C/C(=N/OCc1cccc(Br)c1C)c1cnn(C)c1,3.4318,0.6257,2.6449
CCNC(=O)[C@@H](NC(=O)OC(C)(C)C)[C@H](C)CC,2.0619,0.7964,2.7126
CC(C)C[C@H](C[NH+](C)C)n1c(=S)[nH]c2cnccc21,1.8256,0.8251,4.2018
COc1cc(NC(=O)c2nn(-c3ccccc3F)c(C)cc2=O)cc(OC)c1,2.9495,0.7257,2.175
C[C@@H](C[NH+](C)[C@H]1CSCC(C)(C)C1)C(=O)[O-],-0.5812,0.7503,5.809
Cc1cc2c(cc1C)O[C@@H](C(=O)N(C)C[C@@H](O)COCc1ccccc1)C2,2.643,0.8123,3.1132
Cc1ccccc1N1CCN(CC(=O)Nc2cccc(Cl)c2Cl)CC1,4.0625,0.8397,1.8517
Cc1cccc(CN(C)C[C@@]2(C[NH3+])CCOC2)n1,0.4704,0.8433,3.6606
FC(F)(F)c1cccc(-c2nnn(C/C=C/Cl)n2)c1,3.1114,0.8602,2.6723
CCCCn1c(S[C@@H](C)c2nc3sc(C)c(C)c3c(=O)[nH]2)n[nH]c1=O,3.1396,0.6328,3.1609
CCc1ccc(N/C([O-])=C(\C#N)C(=O)[C@@H](C)Cc2cccs2)cc1,3.2658,0.4692,3.3385
O=S(=O)(c1cccc(F)c1)N1CCN(C2CCSCC2)CC1,2.0276,0.8453,2.3071
O=Cc1sc(NCc2ccccc2)nc1Cl,3.2211,0.8368,2.3037
CN(CCc1ccccc1)C(=O)Nc1nc(-c2cccnc2)cs1,3.9115,0.7417,2.0776
CCc1ccc(CNC(=O)N[C@@H]2COc3ccc(OC)cc3C2)cc1,3.0605,0.8691,2.5144
Cc1ccc(-n2nnnc2SCC(=O)Nc2ccccc2[N+](=O)[O-])cc1,2.6097,0.4014,2.0621
C=CCn1c(SCC(=O)NC(=O)NC)nc2sc3c(c2c1=O)CC[C@@H](C)C3,2.3165,0.4522,3.0667
COc1ccc(-c2nc3c(s2)CN(S(=O)(=O)c2ccc(Br)cc2)CC3)cc1,4.3282,0.5519,2.2421
Cc1cccc(=O)n1Cc1cc(F)cc(C#CCO)c1,1.6879,0.8514,2.4901
C[C@H](c1ccccn1)N(C(=O)c1ccc(-c2ccco2)[nH]c1=O)C1CC1,3.3957,0.7504,3.0464
C[C@H](NC(=O)[C@@H]1CCCN(S(C)(=O)=O)C1)c1nnc2ccccn12,0.5781,0.8855,3.0951
C[C@@H](C(=O)NC(=O)NC(C)(C)C)[NH+]1CCN(c2ccc(F)cc2)CC1,0.5434,0.7595,3.7596
CN(Cc1cnc2ccccn12)C(=O)c1cc(COc2ccc(-n3cncn3)cc2)on1,2.7542,0.3897,2.7451
Clc1ccccc1-c1nc(CSc2nnc(N3CCOCC3)s2)no1,3.3704,0.5967,2.4732
CC[NH2+][C@H](CC(C)C)[C@@]1(C)CCCO1,1.5535,0.7223,4.8201
CCNC(=O)c1ccc(Cl)cc1N[C@H]1CCN(C)C1=O,1.7323,0.896,2.6903
C[C@@H]1CCCN(C(=O)N(C)c2ccc(C[NH3+])cc2)C1,1.7166,0.8733,3.2066
CCn1cc(Cl)c(CO)n1,1.0487,0.7121,2.6445
CC[NH+](CC)C[C@H]1CCN(C(=O)Cc2nc(-c3cccs3)oc2C)C1,2.0272,0.8239,3.842
C[C@@H](NC(=O)N[C@H](C)c1nncn1C)c1ccc(-c2cncnc2)cc1,2.3935,0.7357,3.1437
N#Cc1ccc(F)cc1C(F)F,2.635,0.6346,2.4043
CC(C)C[C@@H]1CCCCCN1C(=O)c1ccc(NC(N)=O)cc1,3.6081,0.8673,2.4853
Cc1ccc2ncc(C(=O)N(C)Cc3ccc(Cl)cc3)n2c1,3.5683,0.7231,2.212
Cc1ccc(C2=NN(C(=O)c3ccc(Cl)cc3)[C@@H](c3ccco3)C2)cc1,5.2329,0.6147,2.5909
C[C@H]1CCC[C@H](N(C)C(=O)c2ccccc2[N+](=O)[O-])C1,3.2455,0.6184,2.8635
Cc1cc(NC(=O)[C@H](C)N2CCN(C3=[NH+]CC(C)(C)S3)CC2)no1,-0.1104,0.8151,3.8445
N#Cc1cnc(N2CCc3nnc([C@@H]4CCCO4)n3CC2)nc1N,0.4362,0.8617,3.3565
O=C1CN(C(=O)COC(=O)c2cc(S(=O)(=O)N3CCOCC3)ccc2F)c2ccccc2N1,0.9887,0.6465,2.4525
O=C(NCCCOC1CCCCC1)c1cc(Cl)ccc1-n1cnnn1,2.7849,0.7601,2.351
CCOc1cccc(C(=O)Nc2ccc(-n3cc(Br)cn3)cc2)c1,4.2858,0.6829,1.9205
O=C1[C@@H]([NH2+]CC2(c3ccccc3)CCOCC2)CCN1c1ccccc1,2.1037,0.9003,3.4775
Cc1ccc(OC(F)F)c([C@@H](C)[NH2+][C@@H]2CCN(c3ccccn3)C2)c1,2.8947,0.8657,3.8499
CCc1ccc(C[C@H](Cc2ccccc2)[NH2+]C)nc1,1.991,0.8446,3.265
CN(C)c1cccc(C(=O)N2CCC(c3ccsc3)CC2)c1,3.8339,0.8325,2.1845
O=C(NCc1ccccn1)C(=O)Nc1cccc(OCc2cccc(F)c2)c1,3.0546,0.6379,1.9974
CC(C)n1c(NCCc2ccco2)nc2sc3c(c2c1=O)CCCC3,4.1653,0.7156,2.6494
COc1ccc([C@@H]2CS[C@H](NC(=O)CSc3ncn[nH]3)N2)cc1,1.3829,0.6845,3.6597
Cc1nn(C)c(C)c1C(=O)C(=O)N[C@@H](c1ccccc1)c1ccncc1,2.5204,0.5669,2.7589
C[NH+](C)CCNC(=O)C[C@H]1C[NH2+]CCO1,-3.4006,0.4592,5.4299
CC1=C2[C@@H](c3ccc(Cl)c(Cl)c3)CC(=O)N[C@@H]2N(c2ccc([O-])nn2)N1,2.0854,0.818,4.2764
CCCNC(=O)CNC(=O)c1ccccc1C(=O)c1ccc(F)cc1,2.3127,0.7595,1.8089
CCOc1cc(C)c2c(c1)O/C(=C\c1ccccc1OCC)C2=O,4.4086,0.7317,2.3049
COc1cc(C(=O)Nc2nccs2)ccc1OCCC(C)C,3.8289,0.8159,1.9699
O=C(c1ccc2nnnn2c1)N1CCCC[C@@H]1CCc1ccccc1,2.7518,0.7314,2.8042
C[C@H](CNC(=O)NCC1CC[NH+](C)CC1)Oc1ccc(F)cc1,0.8169,0.7372,3.6922
Cc1ccccc1N1C(=S)S[C@H]2CS(=O)(=O)C[C@H]21,1.9987,0.7453,3.3701
O=C(C1CC1)N(CCN1CCOCC1)C1CCN(c2ccc3c(c2)OCO3)CC1,1.9549,0.7305,2.4766
Cc1ccc(F)cc1S(=O)(=O)NC[C@@H](C)C[NH+]1CCCC1,0.7272,0.8269,4.0155
CCn1cccc(-c2nnc(SCC(=O)NC3CCCC3)n2C)c1=O,1.8146,0.7993,2.3798
CO[C@H](C)C(=O)Nc1cccc(NC(=O)N(C)[C@@H](C)c2cccnc2)c1,3.2799,0.8179,2.9201
C[NH2+]Cc1n[nH]c(=O)n1-c1cccc(Cl)c1Cl,0.5606,0.875,3.3952
CO[C@@H]1CCCN(C(=O)c2cccc([N+](=O)[O-])c2C)C1,2.1542,0.6292,2.5368
O=C(CCc1nnc(-c2ccccc2)o1)Nc1ccncc1,2.7029,0.7786,1.9421
CCOCCCN1C(=O)/C(=C\c2c(N3CCCCC3)nc3ccc(C)cn3c2=O)SC1=S,3.621,0.3375,2.7074
C[C@@H]1CC[C@@H](C)[NH+]1[C@@H]1CCCN(S(=O)(=O)c2ccc(F)cc2Br)C1,2.197,0.8174,4.4186
CC[NH+](CC)C[C@@H]1CCN(C(=O)Cc2coc(-c3ccc(Cl)cc3)n2)C1,2.3107,0.8076,3.6665
CCCCOc1ccc([C@H]2SCC(=O)Nc3c2c(O)nn3C2CCCCC2)cc1,5.0475,0.6196,3.3639
COc1ccc2[nH]c(=O)c(CN(Cc3cccs3)C(=O)c3cccs3)cc2c1,4.5023,0.4868,2.3647
NC(=O)C[C@@H](NC(=O)[C@@H]1CCCN1C(=O)C1CC1)C(=O)[O-],-2.5025,0.5903,3.2591
O=C(CCn1cncn1)NCCC1CCN(c2cc[nH+]cc2)CC1,0.9052,0.8312,3.2736
CCN1CC2(CCC1=O)CCN(C(=O)c1cnc[nH]c1=O)CC2,0.6346,0.8824,3.1642
C/C(=N\NC(=O)COc1ccccc1C)c1cccs1,2.9757,0.6723,2.0311
C[C@@H](NC(=O)c1ccc(C(F)(F)F)nc1[O-])c1ccc2c(c1)OCCO2,2.4362,0.9008,3.1554
COCCOC(=O)c1c(C)nc2ccccc2c1C,2.6548,0.623,1.9517
CCN(C)C(=O)c1cccc(OC(=O)[C@H]2CCCC[C@@H]2C(F)(F)F)c1,4.0526,0.5812,3.1891
COCCN1C[C@@H](C(=O)Nc2ccc(N3CCCC3)c(C)c2)CC1=O,2.0286,0.861,2.5823
C[NH+](C)[C@@H]1CC[C@@H](NC2CCN(C(=O)OC(C)(C)C)CC2)C1,1.0411,0.8297,4.007
O=Cc1ccccc1OC(=O)CCCCl,2.4235,0.3352,2.1078
Cc1ccccc1N1CCn2c1nc1c2c(=O)n(Cc2ccccc2F)c(=O)n1C,2.5442,0.5246,2.4325
Cc1ccc([N+](=O)[O-])c(N2CCCCC[C@H]2C(=O)[O-])c1,1.4021,0.6218,3.0259
Cc1ccc(N)cc1NS(C)(=O)=O,0.9487,0.7082,1.8955
